Destination Port, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, Label,posicaoOriginal
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,478045.0,119511.25,237686.24,476040.0,0.0,0.0,0.0,0.0,100.0,0.0,10.46,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,143454.0
53.0,2.0,2.0,60.0,194.0,30.0,30.0,0.0,97.0,97.0,97.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,80.0,64.0,83.24,83.24,97.0,56.8,36.7,1346.7,71.0,30.0,97.0,80.0,2.0,60.0,2.0,194.0,-1.0,-1.0,1.0,0.0,4149.0
53.0,1.0,1.0,43.0,59.0,43.0,43.0,0.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.66,20.66,59.0,48.33,9.24,85.33,72.5,43.0,59.0,20.0,1.0,43.0,1.0,59.0,-1.0,-1.0,0.0,0.0,16741.0
53.0,2.0,2.0,86.0,198.0,43.0,43.0,0.0,99.0,99.0,99.0,0.0,3.0,3.0,0.0,3.0,48.0,48.0,0.0,48.0,64.0,64.0,11904.76,11904.76,99.0,65.4,30.67,940.8,81.75,43.0,99.0,64.0,2.0,86.0,2.0,198.0,-1.0,-1.0,1.0,0.0,211864.0
443.0,12.0,12.0,610.0,4650.0,194.0,50.83,65.85,1430.0,0.0,387.5,602.83,117000000.0,10700000.0,23700000.0,58600000.0,117000000.0,10700000.0,23700000.0,58700000.0,252.0,252.0,0.1,0.1,1430.0,210.4,445.87,198803.17,219.17,50.83,387.5,252.0,12.0,610.0,12.0,4650.0,8192.0,351.0,11.0,0.0,155397.0
55060.0,6.0,9.0,11607.0,62.0,5840.0,1934.5,2558.4,20.0,0.0,6.89,5.3,90100000.0,18000000.0,39900000.0,89500000.0,89500000.0,11200000.0,31300000.0,88600000.0,132.0,192.0,0.07,0.1,5840.0,729.69,1763.75,3110818.9,778.33,1934.5,6.89,132.0,6.0,11607.0,9.0,62.0,229.0,256.0,4.0,0.0,129205.0
80.0,4.0,3.0,1123.0,1383.0,1123.0,280.75,561.5,1383.0,0.0,461.0,798.48,186106.0,62035.33,43904.25,111712.0,10200000.0,5078687.5,6959342.82,9999686.0,136.0,104.0,0.39,0.29,1383.0,313.25,584.17,341259.07,358.0,280.75,461.0,136.0,4.0,1123.0,3.0,1383.0,29200.0,21.0,1.0,0.0,4251.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8051039.0,2683679.67,4647393.14,8050027.0,0.0,0.0,0.0,0.0,80.0,0.0,0.5,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,71480.0
57845.0,1.0,6.0,6.0,36.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6541839.0,1308367.8,2913840.15,6520784.0,20.0,120.0,0.15,0.92,6.0,6.0,0.0,0.0,6.86,6.0,6.0,20.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,0.0,157473.0
53.0,2.0,2.0,64.0,532.0,32.0,32.0,0.0,266.0,266.0,266.0,0.0,1.0,1.0,0.0,1.0,48.0,48.0,0.0,48.0,64.0,64.0,61.84,61.84,266.0,125.6,128.17,16426.8,157.0,32.0,266.0,64.0,2.0,64.0,2.0,532.0,-1.0,-1.0,1.0,0.0,203571.0
