Destination Port, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, Label,posicaoOriginal
53.0,2.0,2.0,66.0,164.0,33.0,33.0,0.0,82.0,82.0,82.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,40.0,40.0,7220.22,7220.22,82.0,52.6,26.84,720.3,65.75,33.0,82.0,40.0,2.0,66.0,2.0,164.0,-1.0,-1.0,1.0,0.0,154827.0
80.0,8.0,5.0,56.0,11607.0,20.0,7.0,5.66,7215.0,0.0,2321.4,3327.77,82200000.0,11700000.0,26200000.0,70200000.0,266283.0,66570.75,132331.63,265067.0,172.0,112.0,0.1,0.06,7215.0,833.5,2175.3,4731941.35,897.62,7.0,2321.4,172.0,8.0,56.0,5.0,11607.0,256.0,229.0,6.0,1.0,96589.0
64675.0,7.0,9.0,11613.0,62.0,5840.0,1659.0,2429.62,20.0,0.0,6.89,5.3,103000000.0,17100000.0,41100000.0,101000000.0,101000000.0,12600000.0,34900000.0,99000000.0,152.0,192.0,0.07,0.09,5840.0,687.12,1707.68,2916174.98,730.06,1659.0,6.89,152.0,7.0,11613.0,9.0,62.0,229.0,256.0,5.0,0.0,185741.0
51585.0,5.0,9.0,11607.0,62.0,8760.0,2321.4,3802.32,20.0,0.0,6.89,5.3,9626781.0,2406695.25,3663486.34,7738035.0,7734917.0,966864.62,2140967.05,6072793.0,112.0,192.0,0.52,0.93,8760.0,778.33,2325.15,5406324.52,833.93,2321.4,6.89,112.0,5.0,11607.0,9.0,62.0,229.0,256.0,3.0,0.0,121516.0
80.0,8.0,6.0,56.0,11607.0,20.0,7.0,5.66,4380.0,0.0,1934.5,2177.34,74200000.0,10600000.0,25800000.0,68900000.0,1416488.0,283297.6,632999.29,1415641.0,172.0,132.0,0.11,0.08,4380.0,777.93,1627.46,2648631.78,833.5,7.0,1934.5,172.0,8.0,56.0,6.0,11607.0,256.0,229.0,6.0,1.0,49096.0
53.0,2.0,2.0,82.0,196.0,41.0,41.0,0.0,98.0,98.0,98.0,0.0,4.0,4.0,0.0,4.0,48.0,48.0,0.0,48.0,40.0,40.0,84.07,84.07,98.0,63.8,31.22,974.7,79.75,41.0,98.0,40.0,2.0,82.0,2.0,196.0,-1.0,-1.0,1.0,0.0,17887.0
51048.0,1.0,6.0,1375.0,30.0,1375.0,1375.0,0.0,6.0,0.0,5.0,2.45,0.0,0.0,0.0,0.0,10900000.0,2183969.8,4864365.13,10900000.0,20.0,132.0,0.09,0.55,1375.0,347.5,634.19,402197.14,397.14,1375.0,5.0,20.0,1.0,1375.0,6.0,30.0,229.0,0.0,0.0,0.0,120993.0
80.0,3.0,4.0,642.0,421.0,642.0,214.0,370.66,421.0,0.0,105.25,210.5,216300.0,108150.0,152760.52,216168.0,210746.0,70248.67,120453.48,209334.0,104.0,136.0,7.03,9.37,642.0,132.88,253.03,64022.7,151.86,214.0,105.25,104.0,3.0,642.0,4.0,421.0,29200.0,5022.0,1.0,0.0,17573.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12200000.0,3056190.5,6112377.67,12200000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.41,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,190113.0
9506.0,4.0,1.0,93.0,6.0,75.0,23.25,34.5,6.0,6.0,6.0,0.0,163820.0,54606.67,91969.89,160790.0,0.0,0.0,0.0,0.0,80.0,20.0,24.42,6.1,75.0,17.5,28.17,793.5,21.0,23.25,6.0,80.0,4.0,93.0,1.0,6.0,4912.0,0.0,3.0,0.0,88107.0
