Destination Port, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, Label,posicaoOriginal
443.0,3.0,0.0,65.0,0.0,53.0,21.67,27.14,0.0,0.0,0.0,0.0,146.0,73.0,35.36,98.0,0.0,0.0,0.0,0.0,60.0,0.0,20547.95,0.0,53.0,17.75,23.5,552.25,23.67,21.67,0.0,60.0,3.0,65.0,0.0,0.0,63643.0,-1.0,2.0,0.0,210545.0
443.0,5.0,1.0,123.0,46.0,46.0,24.6,23.28,46.0,46.0,46.0,0.0,4273833.0,1068458.25,2075683.76,4181300.0,0.0,0.0,0.0,0.0,160.0,32.0,1.17,0.23,46.0,30.71,21.68,470.24,35.83,24.6,46.0,160.0,5.0,123.0,1.0,46.0,352.0,128.0,2.0,0.0,220355.0
443.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,0.0,434.0,0.0,0.0,0.0,0.0,76.0,0.0,4608.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,382.0,-1.0,0.0,0.0,2591.0
53.0,4.0,2.0,156.0,194.0,39.0,39.0,0.0,97.0,97.0,97.0,0.0,30543.0,10181.0,17627.95,30536.0,4.0,4.0,0.0,4.0,80.0,40.0,128.92,64.46,97.0,55.57,28.3,800.95,64.83,39.0,97.0,80.0,4.0,156.0,2.0,194.0,-1.0,-1.0,3.0,0.0,211952.0
80.0,9.0,5.0,62.0,11601.0,20.0,6.89,5.3,5840.0,0.0,2320.2,2436.83,78600000.0,9819703.38,27700000.0,78400000.0,1575668.0,393917.0,778706.41,1561943.0,192.0,112.0,0.11,0.06,5840.0,777.93,1723.62,2970874.64,833.5,6.89,2320.2,192.0,9.0,62.0,5.0,11601.0,256.0,229.0,7.0,1.0,76031.0
465.0,2.0,0.0,37.0,0.0,37.0,18.5,26.16,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,666666.67,0.0,37.0,24.67,21.36,456.33,37.0,18.5,0.0,64.0,2.0,37.0,0.0,0.0,307.0,-1.0,0.0,0.0,110872.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6046913.0,2015637.67,3485991.12,6040912.0,0.0,0.0,0.0,0.0,80.0,0.0,0.66,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,43716.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4525903.0,1131475.75,2262282.88,4524900.0,0.0,0.0,0.0,0.0,100.0,0.0,1.1,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,192673.0
80.0,6.0,0.0,36.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3916903.0,783380.6,1747211.81,3908885.0,0.0,0.0,0.0,0.0,120.0,0.0,1.53,0.0,6.0,6.0,0.0,0.0,7.0,6.0,0.0,120.0,6.0,36.0,0.0,0.0,256.0,-1.0,5.0,1.0,99117.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2062186.0,687395.33,1188843.88,2060154.0,0.0,0.0,0.0,0.0,80.0,0.0,1.94,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,23407.0
50805.0,1.0,5.0,1375.0,24.0,1375.0,1375.0,0.0,6.0,0.0,4.8,2.68,0.0,0.0,0.0,0.0,8911780.0,2227945.0,4439873.3,8887746.0,20.0,112.0,0.11,0.56,1375.0,396.29,668.59,447016.24,462.33,1375.0,4.8,20.0,1.0,1375.0,5.0,24.0,229.0,0.0,0.0,0.0,120658.0
50662.0,1.0,6.0,6.0,36.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2055960.0,411192.0,913848.06,2045919.0,20.0,120.0,0.48,2.9,6.0,6.0,0.0,0.0,6.86,6.0,6.0,20.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,0.0,32225.0
42870.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114892.0,114892.0,0.0,114892.0,0.0,0.0,0.0,0.0,64.0,32.0,17.41,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,1.0,0.0,38.0,2485.0,0.0,0.0,218995.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,11300000.0,3763906.0,6519272.96,11300000.0,0.0,0.0,0.0,0.0,80.0,0.0,0.35,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,117562.0
15697.0,1.0,6.0,6.0,36.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7761792.0,1552358.4,3449523.16,7722994.0,20.0,120.0,0.13,0.77,6.0,6.0,0.0,0.0,6.86,6.0,6.0,20.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,0.0,32989.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4107421.0,1026855.25,2053247.83,4106727.0,0.0,0.0,0.0,0.0,100.0,0.0,1.22,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,177979.0
443.0,3.0,0.0,58.0,0.0,46.0,19.33,23.09,0.0,0.0,0.0,0.0,10020.0,5010.0,7079.55,10016.0,0.0,0.0,0.0,0.0,60.0,0.0,299.4,0.0,46.0,26.0,23.09,533.33,34.67,19.33,0.0,60.0,3.0,58.0,0.0,0.0,255.0,-1.0,2.0,0.0,209438.0
59505.0,2.0,0.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,178.0,178.0,0.0,178.0,0.0,0.0,0.0,0.0,40.0,0.0,11235.96,0.0,6.0,6.0,0.0,0.0,9.0,6.0,0.0,40.0,2.0,12.0,0.0,0.0,30.0,-1.0,1.0,0.0,177730.0
53.0,2.0,2.0,140.0,172.0,70.0,70.0,0.0,86.0,86.0,86.0,0.0,3.0,3.0,0.0,3.0,48.0,48.0,0.0,48.0,64.0,64.0,11695.91,11695.91,86.0,76.4,8.76,76.8,95.5,70.0,86.0,64.0,2.0,140.0,2.0,172.0,-1.0,-1.0,1.0,0.0,214238.0
53.0,4.0,2.0,140.0,358.0,35.0,35.0,0.0,179.0,179.0,179.0,0.0,30273.0,10091.0,17472.06,30266.0,4.0,4.0,0.0,4.0,80.0,40.0,129.02,64.51,179.0,76.14,70.26,4937.14,88.83,35.0,179.0,80.0,4.0,140.0,2.0,358.0,-1.0,-1.0,3.0,0.0,200650.0
53.0,2.0,2.0,102.0,158.0,51.0,51.0,0.0,79.0,79.0,79.0,0.0,49.0,49.0,0.0,49.0,4.0,4.0,0.0,4.0,64.0,40.0,39.05,39.05,79.0,62.2,15.34,235.2,77.75,51.0,79.0,64.0,2.0,102.0,2.0,158.0,-1.0,-1.0,1.0,0.0,224390.0
80.0,3.0,4.0,443.0,872.0,437.0,147.67,250.59,860.0,0.0,218.0,428.01,239839.0,119919.5,136139.98,216185.0,243402.0,81134.0,139568.87,242293.0,72.0,92.0,11.24,14.98,860.0,164.38,319.49,102074.84,187.86,147.67,218.0,72.0,3.0,443.0,4.0,872.0,8192.0,31.0,2.0,0.0,205822.0
443.0,34.0,55.0,1237.0,77764.0,331.0,36.38,94.3,2896.0,0.0,1413.89,784.27,205811.0,6236.7,10698.52,37566.0,10100000.0,187854.35,1359874.25,9995593.0,1096.0,1768.0,3.35,5.41,2896.0,877.79,912.81,833215.97,887.65,36.38,1413.89,1096.0,34.0,1237.0,55.0,77764.0,29200.0,31.0,5.0,0.0,175205.0
59692.0,3.0,0.0,43.0,0.0,31.0,14.33,14.43,0.0,0.0,0.0,0.0,4.0,2.0,1.41,3.0,0.0,0.0,0.0,0.0,60.0,0.0,750000.0,0.0,31.0,12.25,12.5,156.25,16.33,14.33,0.0,60.0,3.0,43.0,0.0,0.0,62.0,-1.0,2.0,0.0,201635.0
80.0,8.0,4.0,56.0,11607.0,20.0,7.0,5.66,11595.0,0.0,2901.75,5795.5,80300000.0,11500000.0,30000000.0,79500000.0,1692016.0,564005.33,976124.75,1691137.0,172.0,92.0,0.1,0.05,11595.0,897.62,3214.17,10300000.0,972.42,7.0,2901.75,172.0,8.0,56.0,4.0,11607.0,256.0,229.0,6.0,1.0,77258.0
80.0,10.0,10.0,450.0,627.0,450.0,45.0,142.3,627.0,0.0,62.7,198.27,61400000.0,6826188.11,5093763.4,10200000.0,65100000.0,7228082.33,4620558.62,10200000.0,328.0,328.0,0.15,0.15,627.0,51.29,164.38,27019.71,53.85,45.0,62.7,328.0,10.0,450.0,10.0,627.0,29200.0,55.0,1.0,0.0,215611.0
80.0,2.0,0.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,0.0,94.0,0.0,0.0,0.0,0.0,40.0,0.0,21276.6,0.0,6.0,6.0,0.0,0.0,9.0,6.0,0.0,40.0,2.0,12.0,0.0,0.0,256.0,-1.0,1.0,0.0,209318.0
80.0,8.0,4.0,56.0,11601.0,20.0,7.0,5.66,7300.0,0.0,2900.25,3563.3,71800000.0,10300000.0,23400000.0,62900000.0,479184.0,159728.0,270978.95,472607.0,172.0,92.0,0.11,0.06,7300.0,897.15,2259.69,5106183.97,971.92,7.0,2900.25,172.0,8.0,56.0,4.0,11601.0,256.0,229.0,6.0,1.0,39251.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12000000.0,2990423.5,5978859.72,12000000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.42,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,44022.0
33650.0,1.0,6.0,6.0,36.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5754526.0,1150905.2,2562064.13,5734044.0,20.0,120.0,0.17,1.04,6.0,6.0,0.0,0.0,6.86,6.0,6.0,20.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,0.0,147018.0
443.0,7.0,4.0,635.0,150.0,517.0,90.71,190.71,150.0,0.0,37.5,75.0,5796150.0,966025.0,2122707.32,5291655.0,543707.0,181235.67,157960.06,291389.0,232.0,136.0,1.21,0.69,517.0,65.42,149.84,22451.54,71.36,90.71,37.5,232.0,7.0,635.0,4.0,150.0,29200.0,122.0,3.0,0.0,218602.0
53.0,1.0,1.0,60.0,124.0,60.0,60.0,0.0,124.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,13.53,13.53,124.0,81.33,36.95,1365.33,122.0,60.0,124.0,20.0,1.0,60.0,1.0,124.0,-1.0,-1.0,0.0,0.0,17729.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8022784.0,2005696.0,4010724.03,8021782.0,0.0,0.0,0.0,0.0,100.0,0.0,0.62,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,122415.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,11500000.0,3832900.33,6637901.72,11500000.0,0.0,0.0,0.0,0.0,80.0,0.0,0.35,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,166921.0
