Destination Port, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, Label,posicaoOriginal
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7569954.0,1892488.5,3782966.6,7566938.0,0.0,0.0,0.0,0.0,100.0,0.0,0.66,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,110447.0
443.0,10.0,7.0,577.0,3781.0,187.0,57.7,72.53,1452.0,0.0,540.14,650.85,1252655.0,139183.89,184782.79,526337.0,485250.0,80875.0,124275.46,245331.0,212.0,152.0,7.98,5.59,1452.0,242.11,460.78,212318.81,256.35,57.7,540.14,212.0,10.0,577.0,7.0,3781.0,8192.0,65535.0,9.0,0.0,214122.0
53.0,2.0,2.0,68.0,100.0,34.0,34.0,0.0,50.0,50.0,50.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,40.0,40.0,3610.11,3610.11,50.0,40.4,8.76,76.8,50.5,34.0,50.0,40.0,2.0,68.0,2.0,100.0,-1.0,-1.0,1.0,0.0,18592.0
57064.0,7.0,9.0,11613.0,62.0,4380.0,1659.0,2117.07,20.0,0.0,6.89,5.3,75000000.0,12500000.0,30300000.0,74300000.0,74200000.0,9278235.38,23700000.0,67700000.0,152.0,192.0,0.09,0.12,4380.0,687.12,1543.79,2383274.98,730.06,1659.0,6.89,152.0,7.0,11613.0,9.0,62.0,229.0,256.0,5.0,0.0,52159.0
53.0,2.0,2.0,64.0,258.0,32.0,32.0,0.0,129.0,129.0,129.0,0.0,1.0,1.0,0.0,1.0,47.0,47.0,0.0,47.0,80.0,80.0,8474.58,8474.58,129.0,70.8,53.13,2822.7,88.5,32.0,129.0,80.0,2.0,64.0,2.0,258.0,-1.0,-1.0,1.0,0.0,86381.0
56191.0,7.0,9.0,12976.0,56.0,2920.0,1853.71,1381.62,20.0,0.0,6.22,5.78,74100000.0,12400000.0,30000000.0,73600000.0,73700000.0,9208618.12,24500000.0,69700000.0,152.0,204.0,0.09,0.12,2920.0,847.47,1254.71,1574301.14,900.44,1853.71,6.22,152.0,7.0,12976.0,9.0,56.0,229.0,256.0,5.0,0.0,51446.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6944850.0,2314950.0,4006137.51,6940839.0,0.0,0.0,0.0,0.0,80.0,0.0,0.58,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,113636.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,855074.0,213768.5,424873.27,851078.0,0.0,0.0,0.0,0.0,100.0,0.0,5.85,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,81819.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2763927.0,690981.75,1380642.25,2761945.0,0.0,0.0,0.0,0.0,100.0,0.0,1.81,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,167787.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10300000.0,3447910.67,5971227.28,10300000.0,0.0,0.0,0.0,0.0,80.0,0.0,0.39,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,140722.0
