Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, URG Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Max, Active Min, Label,posicaoOriginal
80.0,5678340.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.226587,0.704431,1892780.0,3277740.7460000007,5677589.0,216.0,5678340.0,1892780.0,3277740.7460000007,5677589.0,216.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.704431,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,751.0,751.0,751.0,1.0,153359.0
51231.0,1664225.0,6.0,2.0,11607.0,26.0,7215.0,0.0,1934.5,3123.682298,20.0,6.0,13.0,9.899495,6990.040409,4.807042,237746.4286,628689.8721,1663481.0,2.0,1664225.0,332845.0,743848.1675,1663481.0,4.0,2.0,2.0,0.0,2.0,2.0,144.0,40.0,3.605282,1.201761,0.0,7215.0,1292.555556,2650.585648,7025604.278,0.0,0.0,1454.125,1934.5,13.0,144.0,6.0,11607.0,2.0,26.0,8192.0,256.0,4.0,20.0,0.0,0.0,0.0,0.0,198160.0
53.0,30881.0,2.0,2.0,84.0,234.0,42.0,42.0,42.0,0.0,117.0,117.0,117.0,0.0,10297.593990000001,129.529484,10293.66667,17823.95751,30875.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,64.0,40.0,64.764742,64.764742,42.0,117.0,72.0,41.079192,1687.5,0.0,1.0,90.0,42.0,117.0,64.0,2.0,84.0,2.0,234.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,208584.0
80.0,77921228.0,8.0,5.0,56.0,11607.0,20.0,0.0,7.0,5.656854,8675.0,0.0,2321.4,3769.536019,149.676799,0.16683499999999998,6493435.667,19800000.0,68900000.0,4.0,76600000.0,10900000.0,25700000.0,68900000.0,120.0,1358649.0,339662.25,678643.9283,1357628.0,4.0,172.0,112.0,0.102668,0.064167,0.0,8675.0,833.5,2386.768615,5696664.423,0.0,0.0,897.615385,7.0,2321.4,172.0,8.0,56.0,5.0,11607.0,256.0,229.0,6.0,20.0,620.0,620.0,620.0,1.0,58220.0
80.0,2117788.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,11.332579,1.888763,705929.3333,1222221.364,2117229.0,237.0,2117788.0,705929.3333,1222221.364,2117229.0,237.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.888763,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,1.0,72870.0
80.0,81920796.0,8.0,5.0,56.0,11607.0,20.0,0.0,7.0,5.656854,5840.0,0.0,2321.4,3173.373883,142.369222,0.15869,6826733.0,20400000.0,71000000.0,0.0,80200000.0,11500000.0,26500000.0,71000000.0,0.0,1748039.0,437009.75,873273.6002,1746920.0,4.0,172.0,112.0,0.097655,0.061035,0.0,5840.0,833.5,2103.115592,4423095.192,0.0,0.0,897.615385,7.0,2321.4,172.0,8.0,56.0,5.0,11607.0,256.0,229.0,6.0,20.0,5.0,5.0,5.0,1.0,77433.0
443.0,5110870.0,6.0,7.0,346.0,5200.0,202.0,0.0,57.666667,85.831618,1955.0,2.0,742.857143,844.9866720000001,1085.138147,2.543598,425905.8333,1420927.5269999998,4937491.0,2.0,173377.0,34675.4,36916.51238,95214.0,182.0,5077857.0,846309.5,2034719.33,4999476.0,2.0,132.0,144.0,1.173968,1.36963,0.0,1955.0,396.142857,679.742695,462050.1319,0.0,1.0,426.615385,57.666667,742.857143,132.0,6.0,346.0,7.0,5200.0,8192.0,30016.0,5.0,20.0,0.0,0.0,0.0,0.0,110825.0
80.0,484026.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,49.584113,8.264019000000001,161342.0,278631.0839,483077.0,2.0,484026.0,161342.0,278631.0839,483077.0,2.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,8.264019000000001,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,1.0,143448.0
80.0,7797819.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.84723,0.641205,1949454.75,3896436.179,7794109.0,995.0,7797819.0,1949454.75,3896436.179,7794109.0,995.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.641205,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,3710.0,3710.0,3710.0,1.0,64797.0
80.0,81060777.0,8.0,4.0,56.0,11601.0,20.0,0.0,7.0,5.656854,8760.0,0.0,2900.25,4128.319301,143.805678,0.148037,7369161.545,21700000.0,72400000.0,1.0,81100000.0,11600000.0,27000000.0,72400000.0,1.0,32038.0,10679.33333,13656.18868,26206.0,532.0,172.0,92.0,0.098691,0.049346,0.0,8760.0,897.153846,2488.507044,6192667.307999998,0.0,0.0,971.916667,7.0,2900.25,172.0,8.0,56.0,4.0,11601.0,256.0,229.0,6.0,20.0,2002.0,2002.0,2002.0,1.0,92973.0
53.0,264.0,2.0,2.0,64.0,258.0,32.0,32.0,32.0,0.0,129.0,129.0,129.0,0.0,1219696.97,15151.51515,88.0,112.467773,215.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,48.0,0.0,48.0,48.0,40.0,40.0,7575.757576000001,7575.757576000001,32.0,129.0,70.8,53.129088,2822.7,0.0,1.0,88.5,32.0,129.0,40.0,2.0,64.0,2.0,258.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,155014.0
80.0,9791781.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.451035,0.408506,3263927.0,5652442.176,9790805.0,4.0,9791781.0,3263927.0,5652442.176,9790805.0,4.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.408506,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,976.0,976.0,976.0,1.0,188297.0
53.0,371288.0,2.0,2.0,70.0,102.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,463.252246,10.773308,123762.6667,214358.8966,371283.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,80.0,40.0,5.386654,5.386654,35.0,51.0,41.4,8.763561,76.8,0.0,1.0,51.75,35.0,51.0,80.0,2.0,70.0,2.0,102.0,-1.0,-1.0,1.0,40.0,0.0,0.0,0.0,0.0,223150.0
