Destination Port, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, Label,posicaoOriginal
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5058859.0,1264714.75,2528758.21,5057852.0,0.0,0.0,0.0,0.0,100.0,0.0,0.99,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,152337.0
53.0,2.0,2.0,74.0,230.0,37.0,37.0,0.0,115.0,115.0,115.0,0.0,14.0,14.0,0.0,14.0,4.0,4.0,0.0,4.0,40.0,64.0,8.87,8.87,115.0,68.2,42.72,1825.2,85.25,37.0,115.0,40.0,2.0,74.0,2.0,230.0,-1.0,-1.0,1.0,0.0,175048.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10800000.0,3583509.33,6206140.41,10700000.0,0.0,0.0,0.0,0.0,80.0,0.0,0.37,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,36244.0
443.0,10.0,9.0,670.0,5240.0,295.0,67.0,102.47,1360.0,2.0,582.22,601.18,5576370.0,619596.67,1744722.58,5270872.0,215306.0,26913.25,42486.05,100047.0,212.0,184.0,1.79,1.61,1360.0,295.5,477.67,228166.89,311.05,67.0,582.22,212.0,10.0,670.0,9.0,5240.0,8192.0,40499.0,9.0,0.0,222947.0
80.0,6.0,0.0,36.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8053261.0,1610652.2,3600703.82,8051787.0,0.0,0.0,0.0,0.0,120.0,0.0,0.75,0.0,6.0,6.0,0.0,0.0,7.0,6.0,0.0,120.0,6.0,36.0,0.0,0.0,256.0,-1.0,5.0,1.0,172451.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5872846.0,1468211.5,2935753.71,5871842.0,0.0,0.0,0.0,0.0,100.0,0.0,0.85,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,74598.0
54340.0,1.0,6.0,6.0,36.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10300000.0,2059948.0,4587479.55,10300000.0,20.0,120.0,0.1,0.58,6.0,6.0,0.0,0.0,6.86,6.0,6.0,20.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,0.0,51557.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,11600000.0,2896927.5,5789189.27,11600000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.43,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,149253.0
53.0,2.0,2.0,64.0,204.0,32.0,32.0,0.0,102.0,102.0,102.0,0.0,3.0,3.0,0.0,3.0,48.0,48.0,0.0,48.0,80.0,80.0,6535.95,6535.95,102.0,60.0,38.34,1470.0,75.0,32.0,102.0,80.0,2.0,64.0,2.0,204.0,-1.0,-1.0,1.0,0.0,155043.0
80.0,16.0,15.0,515.0,1956.0,431.0,32.19,106.36,1460.0,0.0,130.4,388.83,116000000.0,7728958.27,4159455.04,10200000.0,110000000.0,7891658.64,4271023.32,10200000.0,332.0,444.0,0.14,0.13,1460.0,77.22,276.34,76361.08,79.71,32.19,130.4,332.0,16.0,515.0,15.0,1956.0,8192.0,946.0,15.0,0.0,21801.0
