Destination Port, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, Label,posicaoOriginal
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3899678.0,974919.5,1948767.03,3898070.0,0.0,0.0,0.0,0.0,100.0,0.0,1.28,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,163647.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7449814.0,1862453.5,3719567.62,7441803.0,0.0,0.0,0.0,0.0,100.0,0.0,0.67,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,55265.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,11400000.0,2849784.5,5698265.02,11400000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.44,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,44535.0
53.0,2.0,2.0,98.0,130.0,49.0,49.0,0.0,65.0,65.0,65.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,64.0,64.0,12903.23,12903.23,65.0,55.4,8.76,76.8,69.25,49.0,65.0,64.0,2.0,98.0,2.0,130.0,-1.0,-1.0,1.0,0.0,9976.0
443.0,21.0,25.0,884.0,24369.0,200.0,42.1,67.42,3342.0,0.0,974.76,903.92,117000000.0,5873154.25,18000000.0,58900000.0,117000000.0,4892837.83,16500000.0,58900000.0,456.0,512.0,0.18,0.21,3342.0,537.3,806.54,650506.82,548.98,42.1,974.76,456.0,21.0,884.0,25.0,24369.0,8192.0,123.0,18.0,0.0,216777.0
56690.0,5.0,9.0,11607.0,62.0,10135.0,2321.4,4413.2,20.0,0.0,6.89,5.3,91800000.0,23000000.0,45300000.0,91000000.0,91000000.0,11400000.0,28600000.0,81600000.0,112.0,192.0,0.05,0.1,10135.0,778.33,2615.39,6840253.09,833.93,2321.4,6.89,112.0,5.0,11607.0,9.0,62.0,229.0,256.0,3.0,0.0,139023.0
443.0,4.0,3.0,529.0,147.0,517.0,132.25,256.52,141.0,0.0,49.0,79.73,326267.0,108755.67,78447.24,189135.0,137304.0,68652.0,97084.35,137301.0,92.0,72.0,12.26,9.19,517.0,84.5,181.33,32879.43,96.57,132.25,49.0,92.0,4.0,529.0,3.0,147.0,8192.0,55.0,3.0,0.0,12227.0
80.0,3.0,4.0,26.0,11607.0,20.0,8.67,10.26,11595.0,0.0,2901.75,5795.5,601.0,300.5,420.73,598.0,120777.0,40259.0,69166.73,120125.0,72.0,92.0,24.84,33.11,11595.0,1454.12,4097.54,16800000.0,1661.86,8.67,2901.75,72.0,3.0,26.0,4.0,11607.0,8192.0,229.0,2.0,1.0,178246.0
59626.0,7.0,2.0,11607.0,26.0,5840.0,1658.14,2430.3,20.0,6.0,13.0,9.9,83381.0,13896.83,33498.31,82272.0,111.0,111.0,0.0,111.0,164.0,40.0,83.95,23.99,5840.0,1163.3,2138.33,4572451.57,1292.56,1658.14,13.0,164.0,7.0,11607.0,2.0,26.0,8192.0,256.0,5.0,0.0,156435.0
80.0,3.0,5.0,26.0,11601.0,20.0,8.67,10.26,4380.0,0.0,2320.2,2193.24,12003.0,6001.5,7108.54,11028.0,17665.0,4416.25,5701.35,12013.0,72.0,112.0,168.85,281.42,4380.0,1291.89,1972.86,3892188.11,1453.38,8.67,2320.2,72.0,3.0,26.0,5.0,11601.0,8192.0,229.0,2.0,1.0,47608.0
